host_acceptance_rate,host_has_profile_pic,host_identity_verified,host_is_superhost,host_listings_count,host_response_rate,host_response_time,host_total_listings_count,instant_bookable,is_business_travel_ready,is_location_exact,no_guest_requirement
1,1,0,0,5,0.89,within a day,5,1,t,1,0
1,1,1,0,1,1,within an hour,1,0,f,0,0
1,1,0,1,2,1,within an hour,2,1,t,1,0
1,1,0,1,1,1,within an hour,1,0,t,1,0
1,1,1,0,1,1,within a few hours,1,0,f,0,0
1,1,0,0,2,1,within an hour,2,1,t,1,0
1,1,0,0,1,0.96,within an hour,1,0,t,1,0
1,1,1,1,3,1,within a few hours,3,0,f,0,0
1,1,1,1,1,1,within an hour,1,0,t,1,0
1,1,0,0,1,1,within a few hours,1,1,t,1,0
1,1,1,0,22,1,within an hour,22,0,f,0,0
1,1,1,0,6,1,within an hour,6,0,t,1,0
1,1,0,0,1,0.96,within an hour,1,0,t,1,0
1,1,1,1,4,1,within a few hours,4,0,t,1,0
1,1,1,0,1,1,within an hour,1,1,f,0,0
0.98,1,1,0,62,0.99,within an hour,62,1,f,0,1
1,1,1,0,9,1,within a few hours,9,0,t,1,0
1,1,0,0,24,0.99,within an hour,24,0,f,0,0
1,1,1,0,1,1,within a day,1,0,t,1,0
1,1,0,0,2,1,within an hour,2,1,t,1,0
1,1,1,0,1,1,within a day,1,1,t,1,0
1,1,1,0,1,0.8,within a day,1,0,t,1,0
1,1,1,0,1,1,within a few hours,1,0,t,1,0
1,1,1,0,2,0.92,within a few hours,2,0,t,1,0
1,1,1,0,2,1,within an hour,2,0,t,1,0
1,1,1,0,1,0.5,within a day,1,0,t,1,0
1,1,1,0,1,1,within an hour,1,0,f,0,0
1,1,1,1,3,1,within a few hours,3,0,t,1,0
1,1,1,0,3,1,within an hour,3,1,t,1,0
1,1,0,0,1,0.96,within an hour,1,0,t,1,0
1,1,1,0,5,1,within a few hours,5,0,t,1,0
1,1,0,0,1,0.96,within an hour,1,0,t,1,0
1,1,0,0,1,0.8,within a few hours,1,1,f,0,0
1,1,1,0,1,1,within an hour,1,0,t,1,0
1,1,0,0,7,1,within a few hours,7,1,t,1,0
1,1,0,1,9,1,within an hour,9,1,t,1,0
1,1,0,0,1,1,within an hour,1,0,t,1,0
1,1,1,0,1,0.96,within an hour,1,0,t,1,0
1,1,1,0,21,1,within an hour,21,1,f,0,0
1,1,1,0,1,0,a few days or more,1,0,t,1,0
1,1,0,0,1,1,within a few hours,1,0,t,1,0
1,1,0,1,1,1,within an hour,1,0,t,1,0
1,1,1,0,1,0.96,within an hour,1,0,t,1,0
1,1,1,0,2,0.96,within an hour,2,0,t,1,0
1,1,1,1,1,1,within an hour,1,0,t,1,0
1,1,0,0,2,1,within an hour,2,1,t,1,0
1,1,1,0,1,0.6,within a day,1,0,f,0,0
1,1,1,0,1,1,within an hour,1,1,t,1,0
1,1,0,0,1,0.92,within an hour,1,0,t,1,0
1,1,0,0,3,1,within an hour,3,0,t,1,0
1,1,0,0,2,1,within an hour,2,1,t,1,0
1,1,0,0,6,1,within an hour,6,1,f,0,0
1,1,1,1,2,1,within an hour,2,1,t,1,0
1,1,0,0,1,1,within a few hours,1,0,t,1,0
1,1,0,0,11,0.99,within an hour,11,1,t,1,0
1,1,1,1,2,1,within a few hours,2,0,t,1,0
1,1,0,1,1,1,within an hour,1,0,t,1,0
1,1,1,1,4,0.89,within a few hours,4,0,t,1,0
1,1,1,0,2,0.9,within an hour,2,1,t,1,0
1,1,1,1,2,1,within an hour,2,0,t,1,0
1,1,0,0,1,1,within a few hours,1,0,t,1,0
1,1,1,0,2,1,within an hour,2,1,t,1,0
1,1,0,1,5,1,within a few hours,5,0,t,1,0
1,1,1,1,2,1,within an hour,2,1,t,1,0
1,1,0,0,1,0.96,within an hour,1,1,f,0,0
1,1,1,0,1,0.96,within an hour,1,0,t,1,0
1,1,0,0,2,0.9,within a few hours,2,1,f,0,0
1,1,1,1,3,0.96,within a few hours,3,0,t,1,0
1,1,1,0,19,0.87,within a day,19,0,t,1,0
1,1,0,0,2,1,within a day,2,0,t,1,0
1,1,0,0,2,0.96,within an hour,2,1,f,0,0
1,1,0,0,1,0.91,within a day,1,0,t,1,0
1,1,0,0,3,1,within an hour,3,1,t,1,0
1,1,0,0,1,0.9,within a few hours,1,0,t,1,0
1,1,1,0,8,0.98,within an hour,8,1,f,0,0
1,1,1,0,1,0.96,within an hour,1,0,t,1,0
1,1,1,0,1,0.96,within an hour,1,0,t,1,0
1,1,0,0,1,0.83,within a few hours,1,0,t,1,0
1,1,1,0,1,0.6,within a day,1,0,t,1,0
1,1,1,0,1,0.2,a few days or more,1,0,t,1,0
1,1,0,0,1,0.96,within an hour,1,0,t,1,0
1,1,0,1,1,1,within a few hours,1,0,t,1,0
1,1,0,0,1,0.9,within an hour,1,0,t,1,0
1,1,1,1,3,1,within a few hours,3,0,f,0,0
1,1,1,1,9,1,within an hour,9,0,t,1,0
1,1,1,1,1,1,within an hour,1,0,t,1,0
1,1,0,0,1,1,within an hour,1,1,f,0,0
1,1,0,0,1,1,within a few hours,1,0,t,1,0
1,1,0,1,2,1,within an hour,2,0,f,0,0
1,1,1,0,1,0.96,within an hour,1,1,t,1,0
1,1,1,1,2,0.7,within a day,2,1,t,1,0
1,1,0,0,7,0.83,within a few hours,7,1,f,0,0
1,1,1,0,1,1,within an hour,1,1,t,1,0
1,1,1,0,1,0.96,within an hour,1,0,t,1,0
1,1,1,0,1,1,within an hour,1,1,t,1,0
1,1,1,0,8,0.9,within a day,8,0,t,1,0
1,1,1,0,1,1,within a few hours,1,0,f,0,0
1,1,0,0,1,1,within an hour,1,1,t,1,0
1,1,1,0,4,1,within a few hours,4,0,t,1,0
1,1,0,0,1,1,within an hour,1,1,t,1,0
1,1,1,1,2,1,within an hour,2,1,t,1,0
1,1,1,0,1,1,within a day,1,0,t,1,0
1,1,1,1,3,0.9,within an hour,3,0,t,1,0
1,1,0,0,1,0.67,within a day,1,1,f,0,0
1,1,1,1,1,1,within an hour,1,0,f,0,0
1,1,1,0,1,1,within an hour,1,0,t,1,0
1,1,0,0,1,0.96,within an hour,1,1,t,1,0
1,1,1,0,3,1,within an hour,3,1,t,1,0
1,1,0,0,2,0.9,within a day,2,0,t,1,0
1,1,1,0,1,0.7,within a day,1,0,t,1,0
1,1,0,0,1,1,within an hour,1,0,t,1,0
1,1,0,0,1,0.94,within an hour,1,1,t,1,0
1,1,0,1,4,1,within an hour,4,1,t,1,0
0.31,1,0,0,13,1,within a few hours,13,0,t,1,0
1,1,0,0,8,1,within an hour,8,0,t,1,0
1,1,1,0,1,1,within a few hours,1,0,t,1,0
0.93,1,1,0,35,0.94,within a few hours,35,0,t,1,0
1,1,1,0,2,1,within a day,2,0,t,1,0
1,1,1,0,1,1,within a few hours,1,0,t,1,0
1,1,0,1,1,0.9,within a few hours,1,0,t,1,0
1,1,1,1,4,1,within an hour,4,0,t,1,0
1,1,0,0,3,0.9,within a few hours,3,0,t,1,0
1,1,1,0,1,1,within an hour,1,0,f,0,0
1,1,1,0,3,1,within an hour,3,1,t,1,0
1,1,1,0,5,1,within an hour,5,0,t,1,0
1,1,1,0,630,1,within an hour,630,1,t,1,0
1,1,0,0,19,1,within an hour,19,0,t,1,0
1,1,0,1,6,1,within an hour,6,0,t,1,0
1,1,0,0,2,1,within an hour,2,0,f,0,0
1,1,1,0,1,0.96,within an hour,1,0,t,1,0
1,1,1,0,2,1,within an hour,2,1,t,1,0
1,1,1,0,1,0.96,within an hour,1,0,f,0,0
1,1,1,0,1,1,within an hour,1,0,t,1,0
1,1,1,1,1,1,within an hour,1,0,t,1,0
1,1,1,0,15,1,within an hour,15,0,f,0,0
1,1,0,0,2,1,within an hour,2,1,t,1,0
1,1,1,0,3,1,within a few hours,3,0,t,1,0
1,1,1,0,1,0.96,within an hour,1,0,f,0,0
1,1,0,0,1,1,within a day,1,0,t,1,0
1,1,1,1,1,1,within an hour,1,0,t,1,0
1,1,1,1,3,1,within a few hours,3,0,t,1,0
1,1,1,0,1,0.96,within an hour,1,0,t,1,0
1,1,0,1,5,0.97,within an hour,5,1,f,0,0
1,1,1,0,4,1,within an hour,4,1,t,1,0
1,1,1,0,1,1,within an hour,1,1,f,0,0
1,1,1,0,4,0.9,within a few hours,4,0,t,1,0
1,1,1,0,1,1,within an hour,1,0,t,1,0
1,1,1,1,5,1,within an hour,5,0,t,1,0
1,1,1,0,1,1,within a few hours,1,0,t,1,0
1,1,1,0,1,1,within an hour,1,0,t,1,0
1,1,1,0,1,1,within a few hours,1,0,t,1,0
1,1,0,1,1,1,within a few hours,1,0,t,1,0
1,1,1,1,4,1,within an hour,4,1,t,1,0
1,1,0,1,1,1,within an hour,1,1,t,1,0
1,1,1,1,3,0.96,within an hour,3,0,t,1,0
1,1,1,0,1,0.96,within an hour,1,0,t,1,0
1,1,1,0,1,0.96,within an hour,1,0,t,1,0
1,1,0,0,90,0.99,within an hour,90,1,t,1,0
1,1,1,1,1,1,within an hour,1,1,t,1,0
1,1,1,1,1,1,within an hour,1,0,t,1,0
1,1,1,0,1,0.96,within an hour,1,0,t,1,0
1,1,1,0,1,1,within an hour,1,1,t,1,0
1,1,1,1,3,1,within an hour,3,0,t,1,0
1,1,0,0,6,1,within an hour,6,0,f,0,0
1,1,1,1,2,1,within an hour,2,1,t,1,0
1,1,0,0,1,1,within a day,1,1,t,1,0
1,1,1,0,2,0.67,within a day,2,0,t,1,0
1,1,1,1,3,1,within an hour,3,0,f,0,0
1,1,1,0,5,1,within an hour,5,1,t,1,0
1,1,1,0,1,0.96,within an hour,1,0,t,1,0
1,1,1,0,8,1,within an hour,8,0,t,1,0
1,1,0,1,1,0.96,within an hour,1,0,t,1,0
1,1,1,0,36,1,within an hour,36,1,t,1,0
1,1,0,1,1,1,within an hour,1,1,t,1,0
1,1,1,0,3,1,within an hour,3,1,f,0,0
1,1,1,1,3,1,within an hour,3,1,t,1,0
1,1,1,0,1,1,within an hour,1,1,f,0,0
1,1,1,0,1,0.96,within an hour,1,0,t,1,0
1,1,1,0,6,1,within an hour,6,1,t,1,0
1,1,1,0,1,0.96,within an hour,1,1,t,1,0
1,1,1,0,1,1,within an hour,1,0,t,1,0
1,1,1,0,3,0.6,within a day,3,0,t,1,0
1,1,1,0,3,0.9,within an hour,3,0,f,0,0
1,1,1,0,1,0.8,within a day,1,0,f,0,0
1,1,1,0,5,1,within an hour,5,0,t,1,0
1,1,0,0,1,1,within an hour,1,1,t,1,0
1,1,1,0,3,1,within an hour,3,1,t,1,0
1,1,0,0,9,1,within an hour,9,0,t,1,0
1,1,1,0,5,0.97,within an hour,5,1,t,1,0
1,1,0,0,11,1,within an hour,11,1,t,1,0
1,1,1,0,1,0.96,within an hour,1,0,t,1,0
1,1,0,0,1,0.96,within an hour,1,1,f,0,0
1,1,1,0,1,1,within an hour,1,0,t,1,0
1,1,0,0,1,1,within a few hours,1,0,t,1,0
1,1,1,0,1,0.96,within an hour,1,1,t,1,0
1,1,1,0,1,0.96,within an hour,1,0,t,1,0
1,1,1,0,1,0.33,a few days or more,1,0,t,1,0
1,1,1,0,4,1,within an hour,4,1,t,1,0
1,1,0,0,1,1,within a day,1,0,t,1,0
1,1,1,1,1,1,within an hour,1,1,t,1,0
1,1,1,1,1,1,within an hour,1,0,f,0,0
1,1,1,1,1,1,within an hour,1,0,t,1,0
1,1,1,0,3,1,within an hour,3,1,f,0,0
1,1,0,0,1,0.9,within an hour,1,1,f,0,0
1,1,1,0,1,1,within a few hours,1,0,t,1,0
1,1,1,0,1,1,within a day,1,0,t,1,0
1,1,1,0,1,1,within an hour,1,0,f,0,0
1,1,1,0,1,1,within a day,1,0,t,1,0
1,1,1,1,2,0.9,within a day,2,0,t,1,0
1,1,1,0,1,0.96,within an hour,1,0,t,1,0
1,1,0,0,26,0.97,within a few hours,26,0,t,1,0
1,1,1,0,43,0.97,within an hour,43,0,t,1,0
1,1,0,0,1,1,within an hour,1,1,t,1,0
1,1,1,1,1,1,within an hour,1,1,t,1,0
1,1,0,0,9,1,within an hour,9,1,t,1,0
1,1,1,0,1,0.9,within an hour,1,1,t,1,0
1,1,1,0,1,1,within a few hours,1,0,t,1,0
1,1,0,1,3,1,within an hour,3,1,t,1,0
1,1,1,0,1,1,within an hour,1,0,f,0,0
1,1,1,0,2,0.97,within an hour,2,1,t,1,0
1,1,1,1,1,1,within a few hours,1,0,t,1,0
1,1,1,0,7,1,within an hour,7,0,t,1,0
1,1,1,1,1,1,within an hour,1,0,t,1,0
1,1,1,0,1,0.9,within a few hours,1,0,f,0,0
1,1,1,1,2,1,within an hour,2,0,t,1,0
1,1,1,0,479,1,within an hour,479,1,t,1,0
1,1,1,0,1,1,within an hour,1,0,t,1,0
1,1,1,0,1,1,within an hour,1,0,f,0,0
1,1,1,1,4,1,within an hour,4,0,t,1,0
1,1,1,1,1,0,a few days or more,1,0,t,1,0
1,1,1,0,2,1,within an hour,2,0,t,1,0
1,1,1,1,1,0.96,within an hour,1,0,t,1,0
1,1,0,0,1,0.96,within an hour,1,1,t,1,0
1,1,1,0,1,1,within an hour,1,0,t,1,0
1,1,1,0,2,1,within an hour,2,1,t,1,0
1,1,1,0,2,1,within an hour,2,1,f,0,0
1,1,1,0,1,0.96,within an hour,1,0,t,1,0
1,1,0,0,1,0.96,within an hour,1,1,t,1,0
1,1,1,0,1,1,within an hour,1,0,f,0,0
1,1,0,0,2,0.97,within an hour,2,0,f,0,0
1,1,1,0,1,0.96,within an hour,1,1,t,1,0
1,1,1,0,1,1,within an hour,1,1,t,1,0
1,1,0,0,13,0.88,within an hour,13,1,t,1,0
1,1,1,1,5,1,within an hour,5,0,t,1,0
1,1,1,1,1,0.88,within a day,1,0,f,0,0
1,1,1,0,25,0.98,within a few hours,25,0,t,1,0
1,1,1,0,1,0.96,within an hour,1,0,t,1,0
1,1,1,0,1,1,within a day,1,0,f,0,0
1,1,1,1,1,1,within an hour,1,0,f,0,0
1,1,1,1,2,1,within an hour,2,1,t,1,0
1,1,0,0,1,0.96,within an hour,1,0,t,1,0
1,1,1,1,1,1,within an hour,1,0,f,0,0
1,1,0,0,1,1,within an hour,1,1,t,1,0
1,1,0,0,1,1,within an hour,1,1,t,1,0
1,1,1,0,1,0.8,within a day,1,0,t,1,0
1,1,1,0,18,0.87,within an hour,18,1,t,1,0
1,1,0,0,10,1,within an hour,10,1,t,1,0
1,1,1,0,1,0.96,within an hour,1,0,t,1,0
1,1,1,0,1,1,within an hour,1,1,t,1,0
1,1,1,0,4,1,within a few hours,4,1,t,1,0
1,1,1,1,1,1,within an hour,1,0,t,1,0
1,1,0,0,1,1,within a few hours,1,0,t,1,0
1,1,1,1,1,1,within an hour,1,0,t,1,0
1,1,1,0,6,0.98,within an hour,6,1,t,1,0
1,1,1,1,1,0.8,within an hour,1,1,t,1,0
1,1,1,1,1,1,within an hour,1,0,t,1,0
1,1,1,0,7,0.99,within an hour,7,1,t,1,0
1,1,1,0,2,1,within a few hours,2,0,t,1,0
1,1,0,0,10,0.78,within a day,10,0,t,1,0
1,1,1,1,1,1,within a few hours,1,0,t,1,0
1,1,0,0,1,1,within a day,1,0,f,0,0
0.81,1,1,1,1,1,within a few hours,1,0,t,1,0
1,1,1,0,1,1,within a few hours,1,0,f,0,0
1,1,0,0,12,1,within an hour,12,0,f,0,0
1,1,1,0,1,0.96,within an hour,1,0,f,0,0
1,1,1,1,2,0.92,within an hour,2,1,f,0,0
1,1,1,0,6,1,within an hour,6,1,t,1,0
1,1,1,0,1,1,within an hour,1,0,t,1,0
1,1,1,0,1,1,within an hour,1,0,t,1,0
1,1,0,1,2,1,within an hour,2,1,t,1,0
1,1,0,0,1,1,within a day,1,0,t,1,0
1,1,0,0,1,1,within a day,1,0,t,1,0
1,1,0,0,1,1,within an hour,1,1,t,1,0
1,1,1,1,2,0.8,within a day,2,0,t,1,0
1,1,0,0,4,1,within an hour,4,0,t,1,0
1,1,0,0,229,1,within an hour,229,1,t,1,0
1,1,1,0,1,1,within an hour,1,0,t,1,0
1,1,1,0,2,1,within a few hours,2,0,t,1,0
1,1,1,0,1,0.96,within an hour,1,0,t,1,0
1,1,1,0,3,1,within a day,3,0,t,1,0
1,1,0,0,4,0.86,within a few hours,4,0,t,1,0
1,1,1,0,2,1,within an hour,2,1,t,1,0
1,1,1,1,2,1,within an hour,2,0,f,0,0
1,1,0,0,2,0.96,within an hour,2,0,t,1,0
1,1,0,0,2,1,within an hour,2,0,t,1,0
1,1,0,0,1,0.96,within an hour,1,0,t,1,0
1,1,1,1,3,1,within an hour,3,1,f,0,0
1,1,1,0,1,1,within an hour,1,0,t,1,0
1,1,0,1,2,1,within a few hours,2,0,t,1,0
1,1,1,0,1,0.8,within a day,1,0,t,1,0
1,1,1,0,1,1,within a few hours,1,0,t,1,0
1,1,1,1,1,0.96,within an hour,1,0,t,1,0
0.83,1,1,0,1,0.9,within an hour,1,0,t,1,0
1,1,1,0,2,1,within an hour,2,0,t,1,0
1,1,1,1,15,1,within an hour,15,0,t,1,0
1,1,1,1,1,1,within an hour,1,1,t,1,0
1,1,0,0,3,1,within a few hours,3,0,f,0,0
1,1,1,0,30,1,within an hour,30,1,f,0,0
1,1,0,0,2,1,within a few hours,2,0,t,1,0
1,1,1,0,14,1,within an hour,14,0,t,1,0
1,1,1,0,34,0.99,within an hour,34,1,t,1,0
1,1,1,0,2,1,within an hour,2,0,t,1,0
1,1,1,1,1,1,within an hour,1,1,t,1,0
1,1,1,1,2,1,within an hour,2,0,t,1,0
1,1,1,0,1,0.9,within an hour,1,0,t,1,0
1,1,1,1,1,1,within a few hours,1,0,t,1,0
1,1,0,0,343,1,within an hour,343,0,t,1,0
1,1,1,0,1,0.96,within an hour,1,0,t,1,0
1,1,1,1,2,1,within a few hours,2,0,t,1,0
1,1,1,1,1,1,within a few hours,1,0,t,1,0
1,1,1,0,2,0.89,within a few hours,2,0,t,1,0
1,1,0,0,5,1,within a few hours,5,0,t,1,0
1,1,1,0,2,1,within a day,2,0,t,1,0
1,1,1,0,1,0.92,within an hour,1,0,f,0,0
1,1,1,0,1,0.96,within an hour,1,0,t,1,0
1,1,1,1,1,1,within an hour,1,0,t,1,0
1,1,1,0,3,0.96,within an hour,3,0,t,1,0
1,1,1,0,1,1,within an hour,1,1,t,1,0
1,1,0,0,1,1,within an hour,1,0,f,0,0
1,1,0,1,1,1,within an hour,1,0,f,0,0
1,1,1,1,1,1,within an hour,1,0,t,1,0
1,1,0,0,6,1,within an hour,6,1,t,1,0
1,1,1,1,1,1,within an hour,1,0,t,1,0
1,1,1,1,2,1,within an hour,2,0,t,1,0
1,1,1,0,1,1,within an hour,1,1,t,1,0
1,1,1,0,2,1,within an hour,2,1,t,1,0
0.5,1,1,0,1,1,within a few hours,1,0,t,1,0
1,1,0,0,1,0.96,within an hour,1,1,t,1,0
1,1,1,0,2,0.94,within an hour,2,0,t,1,0
1,1,1,0,341,1,within an hour,341,0,t,1,0
1,1,0,0,1,1,within an hour,1,0,t,1,0
0.97,1,1,0,7,1,within a day,7,0,t,1,0
1,1,1,0,1,0,a few days or more,1,0,t,1,0
1,1,1,0,1,0.96,within an hour,1,0,t,1,0
1,1,1,1,1,0.9,within a few hours,1,0,t,1,0
1,1,1,0,5,1,within an hour,5,1,t,1,0
1,1,1,1,2,1,within an hour,2,1,t,1,0
1,1,1,0,982,1,within a few hours,982,0,t,1,0
1,1,0,1,1,1,within an hour,1,0,t,1,0
1,1,0,0,1,0.96,within an hour,1,0,t,1,0
1,1,1,0,879,0.98,within a few hours,879,0,t,1,0
1,1,1,0,1,1,within an hour,1,0,t,1,0
1,1,1,0,4,1,within an hour,4,1,t,1,0
1,1,1,0,1,1,within an hour,1,1,t,1,0
1,1,0,1,1,1,within an hour,1,0,t,1,0
1,1,1,1,5,1,within an hour,5,1,t,1,0
1,1,0,0,1,1,within an hour,1,0,t,1,0
1,1,1,1,1,1,within an hour,1,1,t,1,0
1,1,0,0,7,1,within an hour,7,0,f,0,0
1,1,1,0,1,0.96,within an hour,1,0,t,1,0
1,1,1,0,2,0.4,a few days or more,2,0,t,1,0
1,1,1,0,1,0.96,within an hour,1,0,t,1,0
1,1,1,0,6,0.98,within an hour,6,0,t,1,0
1,1,1,1,1,1,within an hour,1,1,t,1,0
1,1,1,1,2,1,within an hour,2,1,t,1,0
1,1,1,0,1,1,within a day,1,0,f,0,0
1,1,1,1,3,1,within an hour,3,0,t,1,0
1,1,1,0,233,0.83,within a day,233,0,t,1,0
1,1,1,1,4,1,within a few hours,4,0,t,1,0
1,1,0,0,1,0.96,within an hour,1,0,t,1,0
1,1,1,0,5,0.98,within an hour,5,1,f,0,0
1,1,1,1,2,1,within an hour,2,0,t,1,0
1,1,1,0,1,1,within an hour,1,0,t,1,0
1,1,1,0,1,0.96,within an hour,1,1,t,1,0
1,1,1,0,1,0.96,within an hour,1,0,t,1,0
1,1,1,0,1,1,within an hour,1,0,f,0,0
1,1,0,0,1,1,within an hour,1,1,t,1,0
1,1,1,0,1,1,within an hour,1,0,t,1,0
1,1,1,0,1,1,within a day,1,0,f,0,0
1,1,0,0,1,1,within an hour,1,0,t,1,0
1,1,1,1,1,1,within a few hours,1,0,t,1,0
1,1,1,0,3,0.96,within an hour,3,1,t,1,0
1,1,1,1,5,1,within an hour,5,1,t,1,0
1,1,0,0,1,0.96,within an hour,1,1,t,1,0
1,1,1,0,1,1,within a day,1,0,t,1,0
1,1,0,0,1,0.96,within an hour,1,1,t,1,0
1,1,0,1,1,1,within an hour,1,0,f,0,0
1,1,0,0,2,0.96,within an hour,2,0,t,1,0
1,1,1,0,5,1,within an hour,5,1,f,0,0
1,1,1,0,1,0.96,within an hour,1,0,t,1,0
1,1,1,0,1,0.96,within an hour,1,1,t,1,0
1,1,0,0,1,1,within a few hours,1,1,t,1,0
1,1,1,0,1,1,within an hour,1,1,t,1,0
1,1,1,1,1,1,within an hour,1,1,t,1,0
1,1,0,0,1,1,within an hour,1,1,t,1,0
1,1,1,1,2,1,within an hour,2,0,t,1,0
1,1,0,0,1,0.96,within an hour,1,0,t,1,0
1,1,1,0,1,0,a few days or more,1,0,t,1,0
1,1,1,0,1,1,within an hour,1,0,f,0,0
1,1,1,0,10,1,within an hour,10,1,t,1,0
1,1,1,0,1,1,within an hour,1,1,t,1,0
1,1,1,0,1,0.7,within a day,1,0,t,1,0
1,1,0,0,10,1,within an hour,10,0,f,0,0
1,1,1,1,13,1,within an hour,13,0,t,1,0
1,1,0,0,1,1,within an hour,1,1,t,1,0
1,1,1,1,4,1,within an hour,4,0,f,0,0
1,1,1,0,3,1,within an hour,3,0,t,1,0
1,1,0,0,1,1,within an hour,1,1,t,1,0
1,1,0,1,1,1,within an hour,1,0,t,1,0
1,1,1,0,1,0.92,within an hour,1,0,t,1,0
1,1,1,1,1,1,within a day,1,0,t,1,0
1,1,0,1,1,1,within an hour,1,1,f,0,0
1,1,1,0,1,0.96,within an hour,1,0,t,1,0
1,0,0,0,1,0.96,within an hour,1,1,t,1,0
1,1,1,0,1,0.8,within a day,1,0,f,0,0
1,1,1,0,1,0.96,within an hour,1,0,t,1,0
1,1,1,0,8,1,within an hour,8,0,t,1,0
1,1,0,1,1,1,within an hour,1,0,t,1,0
1,1,1,1,1,1,within an hour,1,0,t,1,0
1,1,1,0,1,0.96,within an hour,1,1,t,1,0
1,1,0,0,1,1,within an hour,1,0,f,0,0
1,1,1,0,2,1,within an hour,2,1,t,1,0
1,1,1,0,1,1,within a day,1,0,f,0,0
1,1,0,0,4,1,within an hour,4,0,f,0,0
1,1,1,0,1,0.96,within an hour,1,0,f,0,0
1,1,0,0,1,0.9,within a few hours,1,0,f,0,0
1,1,1,1,1,1,within an hour,1,0,t,1,0
1,1,1,0,4,0.9,within an hour,4,0,f,0,0
1,1,1,1,5,1,within an hour,5,0,f,0,0
0.85,1,1,0,1,1,within a few hours,1,0,t,1,0
1,1,1,0,2,0.96,within an hour,2,0,f,0,0
1,1,1,0,2,1,within a few hours,2,0,t,1,0
1,1,1,1,1,1,within a few hours,1,0,t,1,0
0.88,1,0,1,5,1,within an hour,5,0,t,1,0
1,1,1,0,1,1,within an hour,1,0,t,1,0
1,1,1,0,1,1,within an hour,1,0,t,1,0
1,1,0,0,3,1,within an hour,3,0,t,1,0
1,1,1,0,1,0.96,within an hour,1,0,t,1,0
1,1,1,0,1,1,within an hour,1,0,t,1,0
1,1,1,1,19,1,within an hour,19,1,t,1,0
1,1,1,1,2,1,within an hour,2,1,t,1,0
1,1,0,0,1,1,within an hour,1,1,f,0,0
1,1,0,1,3,1,within an hour,3,1,f,0,0
1,1,1,0,1,0.96,within an hour,1,0,t,1,0
1,1,1,1,1,1,within an hour,1,0,t,1,0
1,1,0,0,2,1,within an hour,2,0,t,1,0
1,1,1,0,1,1,within a day,1,0,t,1,0
1,1,1,0,2,1,within an hour,2,1,t,1,0
1,1,1,1,12,1,within an hour,12,0,t,1,0
0.33,1,1,1,1,1,within a few hours,1,0,t,1,0
1,1,1,0,2,1,within an hour,2,1,t,1,0
1,1,1,1,1,1,within a few hours,1,0,t,1,0
1,1,1,0,2,1,within an hour,2,0,t,1,0
1,1,0,0,2,0.96,within an hour,2,0,t,1,0
1,1,1,0,6,1,within an hour,6,1,t,1,0
1,1,0,0,1,0.96,within an hour,1,0,t,1,0
1,1,1,0,1,0.96,within an hour,1,0,t,1,0
1,1,1,0,1,1,within an hour,1,1,t,1,0
1,1,1,0,1,1,within an hour,1,1,t,1,0
1,1,0,1,11,1,within a day,11,0,t,1,0
1,1,0,0,1,0.6,a few days or more,1,0,t,1,0
1,1,1,0,1,1,within an hour,1,1,t,1,0
1,1,0,0,2,1,within an hour,2,0,f,0,0
1,1,1,1,1,1,within a day,1,0,t,1,0
1,1,0,0,1,1,within a few hours,1,0,t,1,0
1,1,1,1,3,1,within an hour,3,0,t,1,0
1,1,0,0,3,0.97,within an hour,3,0,t,1,0
1,1,1,0,1,0.96,within an hour,1,0,t,1,0
1,1,1,0,2,1,within an hour,2,0,t,1,0
1,1,1,0,1,1,within a few hours,1,0,t,1,0
1,1,1,1,1,1,within an hour,1,0,t,1,0
1,1,1,0,1,1,within a few hours,1,0,t,1,0
1,1,1,0,1,0.96,within an hour,1,0,f,0,0
1,1,1,0,7,1,within an hour,7,0,t,1,0
1,1,1,1,2,1,within an hour,2,0,t,1,0
1,1,1,0,2,1,within an hour,2,1,t,1,0
1,1,1,0,1,0.25,a few days or more,1,0,t,1,0
1,1,1,0,1,1,within an hour,1,0,t,1,0
1,1,1,0,341,1,within an hour,341,0,t,1,0
1,1,1,0,27,1,within a day,27,0,t,1,0
1,1,1,0,1,1,within a few hours,1,0,f,0,0
1,1,0,0,1,1,within a day,1,0,t,1,0
1,1,1,0,2,0.96,within an hour,2,0,f,0,0
1,1,1,0,2,1,within an hour,2,0,f,0,0
1,1,1,0,1,0.83,within a day,1,0,f,0,0
1,1,1,0,7,0.96,within an hour,7,0,t,1,0
1,1,1,0,1,0.6,within a day,1,1,t,1,0
1,1,1,1,5,1,within an hour,5,0,t,1,0
1,1,1,1,3,1,within a few hours,3,1,t,1,0
1,1,1,0,1,0.96,within an hour,1,0,t,1,0
1,1,0,0,1,0.96,within an hour,1,0,t,1,0
1,1,0,1,1,1,within an hour,1,0,t,1,0
1,1,1,0,1,1,within an hour,1,1,f,0,0
1,1,1,0,2,1,within a few hours,2,0,t,1,0
0.98,1,1,0,62,0.99,within an hour,62,1,f,0,1
1,1,0,0,16,1,within an hour,16,1,t,1,0
1,1,1,0,8,0.8,within a few hours,8,0,t,1,0
1,1,0,0,1,0.96,within an hour,1,0,t,1,0
1,1,1,1,3,1,within an hour,3,0,t,1,0
1,1,1,1,4,1,within an hour,4,1,t,1,0
